,smiles,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,TPSA,MolLogP,MolMR
12,COc1cc(NC(=O)C(=O)N(NC(=O)c2nn(C)c3ccccc23)C(=O)Nc2ccc(OC)c(-n3nnnc3C)c2)ccc1N1CCOC1=O,0.1661692049227926,12.32,683.6419999999999,0.41408600775502113,-0.49448944354555263,217.02999999999994,2.17542,174.80559999999969
13,[N-]=[N+]=NC(CCC(N)=O)C(=O)N(Nc1cc([N+](=O)[O-])ccn1)C(=O)c1ccc(Cl)c(S(=O)(=O)N(Cc2ccccc2)c2ccccc2)c1,0.05952405658427519,11.4375,692.1140000000001,0.2790269546317831,-0.36967968148364544,234.66999999999996,4.979000000000003,174.7577999999997
14,[N-]=[N+]=NC1CC(C(=O)N(C(=O)NCc2ccccc2)c2ccc(O)c(C(=O)N3CCc4[nH]nc(CNC(=O)c5ccnc(-n6ccc([N+](=O)[O-])n6)c5)c4C3)c2)C1,0.049274977239442616,15.75,759.7439999999999,0.38995010458482926,-0.5071189082706946,270.34000000000003,4.064400000000003,196.14429999999967
15,Nc1nnc(CCC(=O)N(CC(CNC(=O)c2nccnc2C(=O)Nc2ccc(F)cc2)c2ccccc2)C(=O)CCc2nnc(N)[nH]2)[nH]1,0.09808332831967422,11.448979591836734,669.6819999999998,0.27622243606129343,-0.3680478285301137,256.54,1.403000000000001,172.8535999999998
16,COc1ccc(-c2nnc(SCC(=O)N(C(=O)c3cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c3)c3nnn[nH]3)n2-c2ccc(C)cc2)cc1,0.0848524657418159,10.444444444444445,622.6350000000001,0.26708124107110215,-0.4967677869189145,229.29999999999998,5.482220000000004,162.9001999999997
17,[N-]=[N+]=NC1CN(C(=O)c2cncc(-n3cnnn3)c2)CC1N(C(=O)c1cnc(O)c([N+](=O)[O-])c1)C(=O)c1c[nH]nn1,0.07303382656190978,16.146341463414632,561.4390000000003,0.33108066547659987,-0.488404854804575,280.7699999999999,-0.32970000000000005,129.01340000000005
18,Nc1ncc(C(=O)Nc2ncc(C(=O)N3CC(O)C(N(Cc4ccccc4)C(=O)c4cc(-c5ccncc5)nnc4O)C3)cc2[N+](=O)[O-])cc1[N+](=O)[O-],0.11874130429770292,15.075471698113208,721.647,0.3121203319169025,-0.49163802533883016,286.92999999999995,2.212999999999999,183.08999999999972
19,CCn1cc([N+](=O)[O-])c(C(=O)NCc2cc(O)nc(CN(C(=O)c3cc([N+](=O)[O-])cnc3O)C(=O)c3cnc4cc5c(cc4c3O)OCCO5)n2)n1,0.0908464531978563,11.942307692307692,716.58,0.31954227449905054,-0.5063407233586551,301.29,1.7533999999999994,170.58039999999974
20,O=C(CCc1nc(-c2nnc[nH]2)no1)N1CCn2c(nnc2CN(C(=O)CCc2nc(-c3nnc[nH]3)no2)C(=O)CCc2nc(-c3nnc[nH]3)no2)C1,0.11936912103932378,12.641509433962264,726.6389999999998,0.2396541953184482,-0.33885906696051954,329.8699999999999,-1.1217999999999964,164.98309999999972
21,O=C(NCCCN(Cc1cccnc1)C(=O)CN(C(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1sccc1-n1cnnn1,0.0732996838246842,11.40983606557377,860.899,0.32330754956571817,-0.35120375293072004,279.66999999999996,2.491999999999999,219.06079999999966
22,Cc1nnnn1-c1cc(F)cc(C(=O)N(C(=O)c2cccc(Nc3nnn[nH]3)c2)c2ncc3nn[nH]c3n2)c1,0.25710723819515,11.025641025641026,527.4440000000001,0.26747263385045683,-0.32318890265918115,214.82,0.9150199999999997,128.3701
23,COc1cc(C=C2CCc3c2nc2ccccc2c3C(=O)N(Cc2nnc(CO)[nH]2)C(=O)c2cnncc2O)cc(OC)c1OC,0.2037320695507822,13.08695652173913,623.6260000000002,0.266128154942552,-0.5053600922952803,185.76999999999995,3.3362000000000007,164.2392999999997
24,N#Cc1c(CCCNC(=O)CCc2nnc(-c3cc4ccccc4o3)o2)nn(-c2ccc(F)cc2)c1NC(=O)NCCn1ncnn1,0.15654876534021966,10.97872340425532,638.6239999999998,0.32000520426845963,-0.45094112619397025,207.5,3.169080000000001,162.2330999999997
25,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(C(=O)c2cc([N+](=O)[O-])ccc2Sc2nnnn2-c2ccccc2)c2nnn[nH]2)c1,0.05741728290478859,10.363636363636363,610.54,0.2698076172552909,-0.2680963871843499,276.09999999999997,4.4741000000000035,149.7890999999998
26,[N-]=[N+]=NC(CCC(=O)NC(=O)C(=O)NCc1nnn[nH]1)C(=O)NC1CN(C(=O)OCc2ccccc2)CC1N=[N+]=[N-],0.11984864698904595,16.341463414634145,568.5150000000001,0.4096744503510893,-0.44453991909919716,285.89,-0.26609999999999645,134.4067999999999
27,CC(Cn1cc(CNC(=O)c2cncc3nc(O)[nH]c23)nn1)N(C(=O)c1cc(-c2ccco2)n2cnc(C(N)=O)c2n1)C(=O)c1nc2cncnc2nc1O,0.11828217308112747,11.945454545454545,744.6489999999999,0.2916662020193956,-0.49154322457147626,317.2,0.3966999999999991,182.70739999999984
28,[N-]=[N+]=Nc1cccc(C(=O)N(NC(=O)c2cc([N+](=O)[O-])cnc2O)C(=O)c2cccc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)c2)c1,0.056442354618590956,11.127659574468085,670.5420000000004,0.4159858407217699,-0.4926972908002613,237.67000000000002,5.084400000000002,154.46489999999983
29,O=C(CCc1nn[nH]n1)N(Nc1ccc(S(=O)(=O)Nc2ccccn2)cn1)C(=O)Cc1c(O)ncnc1O,0.15970514766961497,11.052631578947368,541.5100000000002,0.26408618025223435,-0.4928874983623832,242.05999999999997,-0.4507000000000011,126.3225
30,O=C(NN(C(=O)c1c[nH]nn1)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccnc1)c1cn[nH]c1-n1cnnn1,0.17174674535726284,11.022222222222222,601.5509999999999,0.30144738244287245,-0.2671893714666969,223.93,0.9860999999999989,151.9515999999998
31,O=C(NCc1cccc(-n2cc(CN(C(=O)c3n[nH]cc3[N+](=O)[O-])C(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1)c1n[nH]cc1[N+](=O)[O-],0.08911561471991729,10.755555555555556,620.4590000000001,0.3192952363816162,-0.34633348656266366,312.65,0.5739999999999992,142.4594999999999
32,O=C(c1n[nH]c(=O)[nH]c1=O)N1CCn2c(nnc2CN(C(=O)c2n[nH]c(=O)[nH]c2=O)C(=O)c2nccc3[nH]nnc23)C1,0.12329073290042049,12.714285714285714,577.4380000000001,0.3416676519233106,-0.32772838437034507,300.0799999999999,-4.373599999999999,131.607
33,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(Cc3cc(O)nc(CNC(=O)c4ccc5[nH]nnc5n4)n3)C(=O)CNc3ccc([N+](=O)[O-])c4nonc34)c1)oc1ccccc12,0.07533018177134003,11.523076923076923,899.8189999999997,0.30041109300052266,-0.4945303857993633,329.57999999999987,4.212800000000002,225.90179999999975
34,NCc1cn(CC(=O)N(C(=O)CNc2ccc([N+](=O)[O-])c3nonc23)c2cc(Cl)cc(OC(=O)c3cccc(S(=O)(=O)Nc4ccc(OCc5ccccc5)cc4)c3)c2)nn1,0.049296270603670006,11.180327868852459,867.2570000000002,0.3430691125361691,-0.48891473138856756,269.8999999999999,5.105500000000004,218.2314999999996
35,O=C(Nc1ccc(O)cc1C(=O)N(CCc1cc(O)nc(C2CC2)n1)C(=O)c1cccc(Nc2nc3ccccc3c(=O)[nH]2)c1)OCc1ccccc1,0.0777709470726213,12.226415094339623,711.7350000000001,0.41147555038604255,-0.5079380517470743,199.72999999999996,6.019300000000005,195.18769999999967
36,[N-]=[N+]=NC1CN(C(=O)OCc2ccccc2)CC1N(C(=O)c1ccc(-c2nnn[nH]2)nc1)C(=O)c1ccc(-c2nnn[nH]2)nc1,0.11085445560694288,15.688888888888888,607.5550000000001,0.40967482537747346,-0.4445399170532739,250.38,1.8192999999999997,150.23939999999976
37,O=C(Nc1cccc(NC(=O)c2ccncc2)c1)C(=O)N(Cc1nc2cc(F)c(F)cc2[nH]1)Cc1nnnn1CCc1ccccc1,0.19081239714454443,10.936170212765957,636.623,0.31343243246554026,-0.34038066542128853,163.67999999999995,3.885100000000002,165.48859999999974
38,NS(=O)(=O)c1cnn(CC(=O)NC(CNC(=O)c2cnc3cc4c(cc3c2O)OCCO4)c2ccc(F)cc2OC(=O)c2cccc(-n3nn[nH]c3=O)c2)c1,0.08845247892890244,12.909090909090908,774.7040000000002,0.36534806325756564,-0.50634110934155,277.62999999999994,0.4703,184.55309999999977
39,O=C(COc1cc(F)cc(F)c1)NCc1cn(CCN(C(=O)CCc2nn[nH]n2)C(=O)COc2cc(F)cc(F)c2)nn1,0.1985966549850022,10.790697674418604,605.5090000000002,0.2666521743236561,-0.48356762104816975,170.11,1.1098,134.79339999999996
40,Nc1ncnc2c1ncn2Cc1ccc(C(=O)NCC(CO)CN(C(=O)CCCCc2c[nH]nn2)C(=O)c2ccc(Cn3cnc4c(N)ncnc43)o2)o1,0.08625589668794997,12.018518518518519,737.742,0.2956664280598402,-0.4540195901553439,293.79999999999995,0.9514000000000018,187.98099999999974
41,Nc1nccc(C(=O)Oc2cccc([N+](=O)[O-])c2C(=O)N(Cc2ccccc2)C2CN(C(=O)c3c(F)cccc3[N+](=O)[O-])CC2O)c1[N+](=O)[O-],0.10499710367210006,15.28,689.5690000000002,0.35031133461251973,-0.4216141834433591,255.47999999999996,3.2746000000000026,168.42689999999976
42,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,0.046342685413036835,10.91304347826087,669.08,0.2713035716154641,-0.4945495132892323,239.14,4.815500000000004,165.01509999999973
43,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,0.16979763210679458,9.621621621621621,499.41900000000015,0.2606792271193926,-0.2685822895573462,286.88,5.186700000000003,124.57769999999998
44,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,0.04506947123061366,10.791666666666666,671.616,0.2945171117591356,-0.49676587746760803,281.28999999999996,3.7531000000000008,168.0279999999998
45,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,0.07090497042097832,11.3,824.8799999999998,0.34290495752086975,-0.35785317648657794,228.07,5.4562200000000045,217.71679999999958
46,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,0.0928170417155721,16.88888888888889,854.8849999999998,0.26771006947614745,-0.45490694609477655,275.28,2.3953000000000015,222.48619999999954
47,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],0.10767592981526486,13.30232558139535,602.4980000000002,0.4159331824258697,-0.3626284395989993,230.69,1.9200999999999995,137.23019999999988
48,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,0.19789766552869517,14.481481481481481,717.7499999999999,0.3291503749878386,-0.4535950776191763,178.82,5.669600000000006,196.67689999999962
49,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,0.10071627168350897,15.368421052631579,770.7309999999998,0.26057738098027405,-0.3444929654767008,287.52,-0.675499999999996,194.65769999999972
